faiss_id,entity,label,type
349,reo:bragoni-alberto,BRAGONI ALBERTO,foaf:Person
350,reo:brancaccio-ismaele,BRANCACCIO ISMAELE,foaf:Person
351,reo:bravetta-elena,BRAVETTA Elena,foaf:Person
352,reo:brazzi-luca,BRAZZI Luca,foaf:Person
353,reo:breme-roberta,BREME Roberta,foaf:Person
354,reo:brescia-valerio,BRESCIA Valerio,foaf:Person
355,reo:brienza-beatrice,BRIENZA BEATRICE,foaf:Person
356,reo:brighenti-stefania-laura,BRIGHENTI Stefania Laura,foaf:Person
357,reo:brignone-sandro,BRIGNONE SANDRO,foaf:Person
358,reo:briguglio-stefano,BRIGUGLIO Stefano,foaf:Person
359,reo:brischetto-costa-tommaso-carlo,BRISCHETTO COSTA Tommaso Carlo,foaf:Person
360,reo:brizio-adelina,BRIZIO ADELINA,foaf:Person
361,reo:bronzini-matteo,BRONZINI MATTEO,foaf:Person
362,reo:brunella-valentina-giovanna,BRUNELLA Valentina Giovanna,foaf:Person
363,reo:brunetto-erika,BRUNETTO Erika,foaf:Person
364,reo:bruno-giuseppe-barberis,Bruno-Giuseppe BARBERIS,foaf:Person
365,reo:bruno-valentina,BRUNO Valentina,foaf:Person
366,reo:brusa-paola,BRUSA Paola,foaf:Person
367,reo:bruschi-barbara,BRUSCHI Barbara,foaf:Person
368,reo:brusco-alfredo,BRUSCO Alfredo,foaf:Person
369,reo:bruzzese-stefano,BRUZZESE STEFANO,foaf:Person
370,reo:bruzzi-silvia,BRUZZI Silvia,foaf:Person
371,reo:bruzzoniti-maria-concetta,BRUZZONITI Maria Concetta,foaf:Person
372,reo:bucciarelli-m,BUCCIARELLI-M,foaf:Person
373,reo:bucciarelli-monica,BUCCIARELLI Monica,foaf:Person
374,reo:buchholz,BUCHHOLZ,foaf:Person
375,reo:buchi-giacomo,BUCHI Giacomo,foaf:Person
376,reo:buffoni-beatrice,BUFFONI BEATRICE,foaf:Person
377,reo:buganza-raffaele,BUGANZA RAFFAELE,foaf:Person
378,reo:bugli-matteo,BUGLI MATTEO,foaf:Person
379,reo:bulfamante-sara,BULFAMANTE SARA,foaf:Person
380,reo:bulgarelli-daniela,BULGARELLI Daniela,foaf:Person
381,reo:bullone-michela,BULLONE Michela,foaf:Person
382,reo:buono-anna-rita,BUONO Anna Rita,foaf:Person
383,reo:buracco-paolo,BURACCO Paolo,foaf:Person
384,reo:buriano-l,BURIANO-L,foaf:Person
385,reo:buscarino-m,Buscarino-M,foaf:Person
386,reo:bussa-maria-pia-simonetta,BUSSA Maria Pia Simonetta,foaf:Person
387,reo:busso-donatella,BUSSO Donatella,foaf:Person
388,reo:busso-sandro,BUSSO Sandro,foaf:Person
389,reo:bussolati-benedetta,BUSSOLATI Benedetta,foaf:Person
390,reo:buzo-kristi,BUZO KRISTI,foaf:Person
391,reo:cacia-daniela,CACIA Daniela,foaf:Person
392,reo:cacioli-andrea,CACIOLI ANDREA,foaf:Person
393,reo:caffarena-anna,CAFFARENA Anna,foaf:Person
394,reo:cagliero-cecilia-lucia,CAGLIERO Cecilia Lucia,foaf:Person
395,reo:caielli-mia,CAIELLI Mia,foaf:Person
396,reo:caimi-christian,CAIMI CHRISTIAN,foaf:Person
397,reo:caimotto-maria-cristina,CAIMOTTO Maria Cristina,foaf:Person
398,reo:calandra-davide,CALANDRA Davide,foaf:Person
399,reo:calandri-emanuela,CALANDRI Emanuela,foaf:Person
400,reo:calcio-gaudino-emanuela,CALCIO GAUDINO Emanuela,foaf:Person
401,reo:caldarola-elisa,CALDAROLA Elisa,foaf:Person
402,reo:calef-paola,CALEF Paola,foaf:Person
403,reo:callegari-mia,CALLEGARI Mia,foaf:Person
404,reo:calogero-r,CALOGERO-R,foaf:Person
405,reo:calogero-ra,CALOGERO-RA,foaf:Person
406,reo:calza-paola,CALZA Paola,foaf:Person
407,reo:camandona-fabiola,CAMANDONA FABIOLA,foaf:Person
408,reo:camarda-vincenzo-andrea,CAMARDA VINCENZO ANDREA,foaf:Person
409,reo:camassa-nahi-ylenia,CAMASSA NAHI YLENIA,foaf:Person
410,reo:camera-stefano,CAMERA Stefano,foaf:Person
411,reo:campagna-sara,CAMPAGNA Sara,foaf:Person
412,reo:campolattano-tommaso,CAMPOLATTANO TOMMASO,foaf:Person
413,reo:campos,CAMPOS,foaf:Person
414,reo:canavesio-davide,CANAVESIO DAVIDE,foaf:Person
415,reo:cancelliere-c,Cancelliere-C,foaf:Person
416,reo:cancelliere-rossella,CANCELLIERE Rossella,foaf:Person
417,reo:candellone-alessia,CANDELLONE ALESSIA,foaf:Person
418,reo:candelo-elena,CANDELO Elena,foaf:Person
419,reo:candelora-francesca,CANDELORA Francesca,foaf:Person
420,reo:candian-valentina,CANDIAN VALENTINA,foaf:Person
421,reo:cane-massimo,CANE Massimo,foaf:Person
422,reo:canneori-gian-marco,CANNEORI Gian Marco,foaf:Person
423,reo:cannito-maddalena,CANNITO Maddalena,foaf:Person
424,reo:cannizzo-francesca-tiziana,CANNIZZO Francesca Tiziana,foaf:Person
425,reo:cantalupo-barbara,CANTALUPO Barbara,foaf:Person
426,reo:cantele-carolina,CANTELE CAROLINA,foaf:Person
427,reo:cantino-valter,CANTINO Valter,foaf:Person
428,reo:canton-licia,CANTON LICIA,foaf:Person
429,reo:capecchi-sara,CAPECCHI Sara,foaf:Person
430,reo:capella-silvana,CAPELLA Silvana,foaf:Person
431,reo:capellaro-sara,CAPELLARO Sara,foaf:Person
432,reo:capietto-anna,CAPIETTO Anna,foaf:Person
433,reo:capiotto-francesca,CAPIOTTO FRANCESCA,foaf:Person
434,reo:cappa-federico,CAPPA FEDERICO,foaf:Person
435,reo:cappello-paola,CAPPELLO PAOLA,foaf:Person
436,reo:capponi-paola,CAPPONI Paola,foaf:Person
437,reo:caprio-enrico,CAPRIO Enrico,foaf:Person
438,reo:caprioglio-nadia,CAPRIOGLIO Nadia,foaf:Person
439,reo:capris-michela,CAPRIS MICHELA,foaf:Person
440,reo:capucchio-maria-teresa,CAPUCCHIO Maria Teresa,foaf:Person
441,reo:caramagna-manuela,CARAMAGNA Manuela,foaf:Person
442,reo:cardenia-vladimiro,CARDENIA Vladimiro,foaf:Person
443,reo:cardinali-leonardo,CARDINALI LEONARDO,foaf:Person
444,reo:cardone-f,CARDONE-F,foaf:Person
445,reo:cardone-felice,CARDONE Felice,foaf:Person
446,reo:caretto-andrea,CARETTO ANDREA,foaf:Person
447,reo:cariola-monia,CARIOLA Monia,foaf:Person
448,reo:carisio-luca,CARISIO LUCA,foaf:Person
449,reo:carla-bazzanella,CARLA-BAZZANELLA,foaf:Person
450,reo:carla-simone,CARLA-SIMONE,foaf:Person
451,reo:carletto-sara,CARLETTO Sara,foaf:Person
452,reo:carlo-bertolli,Carlo-Bertolli,foaf:Person
453,reo:carluccio-giulia-anastasia,CARLUCCIO Giulia Anastasia,foaf:Person
454,reo:carmagnola-f,CARMAGNOLA-F,foaf:Person
455,reo:carnino-cecilia,CARNINO Cecilia,foaf:Person
456,reo:caron-g,Caron-G,foaf:Person
457,reo:carosi-rodolfo,CAROSI Rodolfo,foaf:Person
458,reo:carraro-elisabetta,CARRARO Elisabetta,foaf:Person
459,reo:carrieri-alessandro,CARRIERI ALESSANDRO,foaf:Person
460,reo:casabona-elena,CASABONA ELENA,foaf:Person
461,reo:casacci-luca-pietro,CASACCI Luca Pietro,foaf:Person
462,reo:casale-federico,CASALE Federico,foaf:Person
463,reo:casalegno-cecilia-giuliana-nicoletta,CASALEGNO Cecilia Giuliana Nicoletta,foaf:Person
464,reo:casalone-elisabetta,CASALONE ELISABETTA,foaf:Person
465,reo:casasso-francesca,CASASSO FRANCESCA,foaf:Person
466,reo:cascardi-eliano,CASCARDI ELIANO,foaf:Person
467,reo:casella-bruno,CASELLA BRUNO,foaf:Person
468,reo:caselle-chiara,CASELLE CHIARA,foaf:Person
469,reo:cassanelli-camilla,CASSANELLI CAMILLA,foaf:Person
470,reo:cassardo-claudio,CASSARDO Claudio,foaf:Person
471,reo:cassaro-carola,CASSARO CAROLA,foaf:Person
472,reo:cassella-maria,CASSELLA Maria,foaf:Person
473,reo:castagno-paolo,CASTAGNO Paolo,foaf:Person
474,reo:castellani-leonardo,CASTELLANI Leonardo,foaf:Person
475,reo:castellero-alberto,CASTELLERO Alberto,foaf:Person
476,reo:castelli-daniele,CASTELLI DANIELE,foaf:Person
477,reo:castelli-lorys,CASTELLI Lorys,foaf:Person
478,reo:castello-maria-goretti,CASTELLO Maria Goretti,foaf:Person
479,reo:castiglioni-michele,CASTIGLIONI MICHELE,foaf:Person
480,reo:castre-giovanni,CASTRE Giovanni,foaf:Person
481,reo:catalani-alisea,CATALANI ALISEA,foaf:Person
482,reo:catalano-giuseppe-lorenzo,CATALANO GIUSEPPE LORENZO,foaf:Person
483,reo:cataldi-laura,CATALDI LAURA,foaf:Person
484,reo:cataldi-p,CATALDI-P,foaf:Person
485,reo:catanzaro-francesca,CATANZARO Francesca,foaf:Person
486,reo:cattuto-ciro,CATTUTO CIRO,foaf:Person
487,reo:catucci-gianluca,CATUCCI Gianluca,foaf:Person
488,reo:cauda-franco,CAUDA Franco,foaf:Person
489,reo:caudana-maura,CAUDANA MAURA,foaf:Person
490,reo:cauduro-alice,CAUDURO Alice,foaf:Person
491,reo:cavagnino-d,CAVAGNINO-D,foaf:Person
492,reo:cavagnino-davide,CAVAGNINO Davide,foaf:Person
493,reo:cavaletto-giulia-maria,CAVALETTO GIULIA MARIA,foaf:Person
494,reo:cavallo-f,CAVALLO-F,foaf:Person
495,reo:cavallo-federica,CAVALLO Federica,foaf:Person
496,reo:cavallo-lorenza,CAVALLO Lorenza,foaf:Person
497,reo:cavallo-martina,CAVALLO MARTINA,foaf:Person
498,reo:cavallo-perin-roberto,CAVALLO PERIN Roberto,foaf:Person
499,reo:cavanna-m,CAVANNA-M,foaf:Person
500,reo:cavazzuti-federica,CAVAZZUTI FEDERICA,foaf:Person
501,reo:cavicchioli-silvia,CAVICCHIOLI Silvia,foaf:Person
502,reo:cavoretto-roberto,CAVORETTO Roberto,foaf:Person
503,reo:ceccarelli-adriano,CECCARELLI Adriano,foaf:Person
504,reo:cedrini-mario-aldo,CEDRINI Mario Aldo,foaf:Person
505,reo:celeghin-alessia,CELEGHIN Alessia,foaf:Person
506,reo:cellerino-alessandra,CELLERINO Alessandra,foaf:Person
507,reo:cellie-davide,CELLIE Davide,foaf:Person
508,reo:cena-clara,CENA Clara,foaf:Person
509,reo:cena-f,CENA-F,foaf:Person
510,reo:cena-federica,CENA Federica,foaf:Person
511,reo:cenere-samantha,CENERE Samantha,foaf:Person
512,reo:cennamo-ilaria,CENNAMO Ilaria,foaf:Person
513,reo:centrone-francesca-alice,CENTRONE Francesca Alice,foaf:Person
