faiss_id,entity,label,type
327,reo:sebastian-schaffert,Sebastian-Schaffert,foaf:Person
328,reo:stefania-montani,Stefania-Montani,foaf:Person
329,reo:cristina-gena,Cristina GENA,foaf:Person
330,reo:yari-melzani,Yari-Melzani,foaf:Person
331,reo:jérémy-buisson,Jérémy-Buisson,foaf:Person
332,reo:daniele-gunetti,Daniele GUNETTI,foaf:Person
333,reo:gabriella-olmo,Gabriella-Olmo,foaf:Person
334,reo:bendetto-s,BENDETTO-S,foaf:Person
335,reo:friedrich-g,FRIEDRICH-G,foaf:Person
336,reo:axel-polleres,Axel-Polleres,foaf:Person
337,reo:maurizio-lucenteforte,Maurizio LUCENTEFORTE,foaf:Person
338,reo:marcelo-pasin,Marcelo-Pasin,foaf:Person
339,reo:giuliana-carello,Giuliana-Carello,foaf:Person
340,reo:andrea-paternesi,Andrea-Paternesi,foaf:Person
341,reo:gribaudo-m,GRIBAUDO-M,foaf:Person
342,reo:bucciarelli-m,BUCCIARELLI-M,foaf:Person
343,reo:lorenzo-bettini,Lorenzo-Bettini,foaf:Person
344,reo:siracusa-s,SIRACUSA-S,foaf:Person
345,reo:forni-g,FORNI-G,foaf:Person
346,reo:benjamin-hobbs,Benjamin-Hobbs,foaf:Person
347,reo:mottolese-m,Mottolese-M,foaf:Person
348,reo:friard-o,Friard-O,foaf:Person
349,reo:novello-s,NOVELLO-S,foaf:Person
350,reo:carla-bazzanella,CARLA-BAZZANELLA,foaf:Person
351,reo:crispo-b,CRISPO-B,foaf:Person
352,reo:michele-paolo-bocca-garetto,Michele-Paolo BOCCA-GARETTO,foaf:Person
353,reo:ferruccio-damiani,FERRUCCIO-DAMIANI,foaf:Person
354,reo:corti-g,Corti-G,foaf:Person
355,reo:michele-bugliesi,MICHELE-BUGLIESI,foaf:Person
356,reo:luca-veraldi,Luca-Veraldi,foaf:Person
357,reo:philipp-classen,Philipp-Classen,foaf:Person
358,reo:piovano-luca,Piovano-Luca,foaf:Person
359,reo:peng-l,PENG-L,foaf:Person
360,reo:paraboschi-s,PARABOSCHI-S,foaf:Person
361,reo:sartore-bianchi-a,Sartore-Bianchi-A,foaf:Person
362,reo:mana-f,MANA-F,foaf:Person
363,reo:mazzei-alessandro,MAZZEI-Alessandro,foaf:Person
364,reo:schiesari-r,SCHIESARI-R,foaf:Person
365,reo:alessio-e,ALESSIO-E,foaf:Person
366,reo:cavagnino-d,CAVAGNINO-D,foaf:Person
367,reo:mario-parena,Mario-Parena,foaf:Person
368,reo:matteo-villa,Matteo-Villa,foaf:Person
369,reo:lombardo-v,LOMBARDO-V,foaf:Person
370,reo:anna-maria-bruno,Anna-Maria-Bruno,foaf:Person
371,reo:knightly-e,KNIGHTLY-E,foaf:Person
372,reo:mario-cataldi,Mario-Cataldi,foaf:Person
373,reo:cardone-f,CARDONE-F,foaf:Person
374,reo:gian-luca-pozzato,Gian-Luca-Pozzato,foaf:Person
375,reo:valtorta-e,Valtorta-E,foaf:Person
376,reo:agnese-vellar,Agnese-Vellar,foaf:Person
377,reo:mazzocca-n,MAZZOCCA-N,foaf:Person
378,reo:roberta-meo,ROBERTA-MEO,foaf:Person
379,reo:valerio-bioglio,Valerio-Bioglio,foaf:Person
380,reo:stefano-berardi,STEFANO-BERARDI,foaf:Person
381,reo:yves-smeers,Yves-Smeers,foaf:Person
382,reo:enrico-scala,Enrico-Scala,foaf:Person
383,reo:albesano-d,ALBESANO-D,foaf:Person
384,reo:mika-klemettinen,Mika-Klemettinen,foaf:Person
385,reo:roberto-aringhieri,Roberto-Aringhieri,foaf:Person
386,reo:huiping-cao,Huiping-Cao,foaf:Person
387,reo:giovanna-petrone,GIOVANNA-PETRONE,foaf:Person
388,reo:roberto-zanetti,Roberto-Zanetti,foaf:Person
389,reo:aringhieri-roberto,Aringhieri-Roberto,foaf:Person
390,reo:antonelli-f,ANTONELLI-F,foaf:Person
391,reo:gianni-giaccherini,Gianni-Giaccherini,foaf:Person
392,reo:towsley-d,TOWSLEY-D,foaf:Person
393,reo:scagliotti-gv,SCAGLIOTTI-GV,foaf:Person
394,reo:raimo-hamalainen,Raimo-Hamalainen,foaf:Person
395,reo:luca-luigi-paolini,Luca-Luigi PAOLINI,foaf:Person
396,reo:medico-e,Medico-E,foaf:Person
397,reo:ruggero-gaetano-pensa,Ruggero-Gaetano PENSA,foaf:Person
398,reo:pearce-s,PEARCE-S,foaf:Person
399,reo:paolo-pesciullesi,Paolo-Pesciullesi,foaf:Person
400,reo:luca-roversi,Luca-Roversi,foaf:Person
401,reo:carla-simone,CARLA-SIMONE,foaf:Person
402,reo:laura-giordano,Laura-Giordano,foaf:Person
403,reo:coppo-m,COPPO-M,foaf:Person
404,reo:abrardo-a,ABRARDO-A,foaf:Person
405,reo:torasso-pietro,Torasso-Pietro,foaf:Person
406,reo:modeo-s,MODEO-S,foaf:Person
407,reo:derek-bunn,Derek-Bunn,foaf:Person
408,reo:jetty-kleijn,Jetty-Kleijn,foaf:Person
409,reo:pedros-shatarski-m,PEDROS-SHATARSKI-M,foaf:Person
410,reo:diego-magro,Diego MAGRO,foaf:Person
411,reo:ienco-d,IENCO-D,foaf:Person
412,reo:falcone-mauro,Falcone-Mauro,foaf:Person
413,reo:salonidis-t,SALONIDIS-T,foaf:Person
414,reo:ajmone-marsan-m,AJMONE-MARSAN-M,foaf:Person
415,reo:pura-guil,PURA-GUIL,foaf:Person
416,reo:torchio-m,TORCHIO-M,foaf:Person
417,reo:lorenza-saitta,Lorenza-Saitta,foaf:Person
418,reo:portinale-luigi,Portinale-Luigi,foaf:Person
419,reo:mirko-viroli,Mirko-Viroli,foaf:Person
420,reo:berardi-s,BERARDI-S,foaf:Person
421,reo:carlo-bertolli,Carlo-Bertolli,foaf:Person
422,reo:mohammad-abido,Mohammad-Abido,foaf:Person
423,reo:adali-s,ADALI-S,foaf:Person
424,reo:bruno-giuseppe-barberis,Bruno-Giuseppe BARBERIS,foaf:Person
425,reo:buscarino-m,Buscarino-M,foaf:Person
426,reo:fabiana-vernero,FABIANA-VERNERO,foaf:Person
427,reo:massimiliano-de-pierro,MASSIMILIANO-DE-PIERRO,foaf:Person
428,reo:raffaele--pesenti,Raffaele--Pesenti,foaf:Person
429,reo:alessandro-petrocelli,Alessandro-Petrocelli,foaf:Person
430,reo:emilia-calaresu,EMILIA-CALARESU,foaf:Person
431,reo:ajmome-marsan-m,AJMOME-MARSAN-M,foaf:Person
432,reo:franceschinis-g,FRANCESCHINIS-G,foaf:Person
433,reo:gianni-celli,Gianni-Celli,foaf:Person
434,reo:marco-grangetto,Marco-Grangetto,foaf:Person
435,reo:manuel-matos,Manuel-Matos,foaf:Person
436,reo:leonardo-lesmo,LEONARDO-LESMO,foaf:Person
437,reo:montani-s,MONTANI-S,foaf:Person
438,reo:siena-s,Siena-S,foaf:Person
439,reo:matteo-sereno,Matteo-Sereno,foaf:Person
440,reo:valerio-basile,Valerio BASILE,foaf:Person
441,reo:chiara-braghin,Chiara-Braghin,foaf:Person
442,reo:sara-capecchi,Sara-Capecchi,foaf:Person
443,reo:wojciech-borczyk,Wojciech-Borczyk,foaf:Person
444,reo:massimo-torquati-and-marco-vanneschi,Massimo-Torquati-and-Marco-Vanneschi,foaf:Person
445,reo:sartor-c,SARTOR-C,foaf:Person
446,reo:cristina-bosco,Cristina-BOSCO,foaf:Person
447,reo:joão-clímaco,João-Clímaco,foaf:Person
448,reo:marchetti-m,MARCHETTI-M,foaf:Person
449,reo:pierre-kuonen,Pierre-Kuonen,foaf:Person
450,reo:angelo-troina,Angelo-Troina,foaf:Person
451,reo:nicola-tonellotto,Nicola-Tonellotto,foaf:Person
452,reo:calogero-r,CALOGERO-R,foaf:Person
453,reo:soda-g,SODA-G,foaf:Person
454,reo:francesca-tini-brunozzi,FRANCESCA-TINI-BRUNOZZI,foaf:Person
455,reo:nadia-ranaldo,Nadia-Ranaldo,foaf:Person
456,reo:elena-georgopoulou,Elena-Georgopoulou,foaf:Person
457,reo:roberto-esposito,Roberto-Esposito,foaf:Person
458,reo:bara-b,BARA-B,foaf:Person
459,reo:marco-botta,Marco-Botta,foaf:Person
