faiss_id,entity,label,type
151,reo:103161-publicengagement,CONTRATTI PUBBLICI e INNOVAZIONI NEL NUOVO CODICETRASFORMAZIONI SOSTANZIALI E PROCESSUALI,reo:PublicEngagement
152,reo:103174-publicengagement,Caffè artificiali | fra informatica e diritto: bias,reo:PublicEngagement
153,reo:103186-publicengagement,Workshop Interferences,reo:PublicEngagement
154,reo:103189-publicengagement,Webinar Machine Learning per il risk management pubblico,reo:PublicEngagement
155,reo:103194-publicengagement,Docenza webinar rischio corruzione SNA: Machine learning per il risk management pubblico – le esperienze della P.A,reo:PublicEngagement
156,reo:103197-publicengagement,Tavola rotonda con Mariella Berra su Intelligenza artificiale e parità di genere,reo:PublicEngagement
157,reo:103324-publicengagement,Intervista per Torino Città delle Donne a Rinascimenti Sociali,reo:PublicEngagement
158,reo:103387-publicengagement,Robotica educativa e sostenibilità ambientale. La -serra Otonga-Il Laboratorio Gallino al Salone Internazionale del Libro 2023,reo:PublicEngagement
159,reo:103485-publicengagement,Social robot e piccoli robot nell'educazione e nella cura,reo:PublicEngagement
160,reo:103514-publicengagement,Salone orientamento di Alba,reo:PublicEngagement
161,reo:103580-publicengagement,Progetto Nlab4cit - evento finale Collegno,reo:PublicEngagement
162,reo:103583-publicengagement,AI generativa: come ci cambierà?  - Controluce,reo:PublicEngagement
163,reo:103586-publicengagement,Visita Thales Alenia Space,reo:PublicEngagement
164,reo:103587-publicengagement,Musei di classe è social a lezione di cultura d'impresa - Ansa (Piemonte),reo:PublicEngagement
165,reo:103591-publicengagement,IO LEGGO E MI INNAMORO. Aprile al Circolo dei lettori a Torino - Agenparl,reo:PublicEngagement
166,reo:103593-publicengagement,ChatGPT: promesse e illusioni – Lunedì 17 aprile ore 16 al  Circolo dei lettori di Torino - IMG Press,reo:PublicEngagement
167,reo:103599-publicengagement,ChatGPT: promesse e illusioni -  Controluce,reo:PublicEngagement
168,reo:103603-publicengagement,Il mondo dell’IA generativa con ChatGPT: se ne parlerà aTorino -  ESG360,reo:PublicEngagement
169,reo:103607-publicengagement,ChatGPT: promesse e illusioni Limiti e potenzialità del fenomeno informatico del momento - Zeroventiquattro,reo:PublicEngagement
170,reo:103610-publicengagement,Limiti e potenzialità del fenomeno informatico del momento . Fidest,reo:PublicEngagement
171,reo:103612-publicengagement,La Cina spinge sull'intelligenza artificiale generativa purché sia fieramente socialista- Huffington Post,reo:PublicEngagement
172,reo:103614-publicengagement,ChatGPT promesse e illusioni – Lunedì 17 aprile ore 16 al Circolo dei lettori di Torino- Udite-udite!,reo:PublicEngagement
173,reo:103617-publicengagement,ChatGPT: promesse e illusioni . Ma che talento!,reo:PublicEngagement
174,reo:103622-publicengagement,Chi ha paura di ChatGpt? L'intelligenza artificiale tra limiti e potenzialità (dopo lo stop del Garante)- Torino Oggi,reo:PublicEngagement
175,reo:103625-publicengagement,«ChatGPT: promesse e illusioni. Limiti e potenzialità del fenomeno informatico del momento» conferenza al Circolo dei Lettori e in streaming - Diocesi di Torino,reo:PublicEngagement
176,reo:103644-publicengagement,Laboratori didattici su tecnologie civiche e blockchain (FirstLife e CommonsHood),reo:PublicEngagement
177,reo:103649-publicengagement,ChatGPT promesse e illusioni: incontro con Guido Boella al Circolo dei Lettori di Torino - Cuneo Cronaca,reo:PublicEngagement
178,reo:103654-publicengagement,ChatGPT: promesse e illusioni Limiti e potenzialità del fenomeno informatico del momento  - IMG Press,reo:PublicEngagement
179,reo:103658-publicengagement,ChatGPT: promesse e illusioni incontro con Bartezzaghi Esposito Navigli e Tafani - Mentelocale (Torino),reo:PublicEngagement
180,reo:103663-publicengagement,Boella nel comitato nazionale sull’Intelligenza Artificiale. Cambio ai vertici dello Stabile - La Repubblica (Torino),reo:PublicEngagement
181,reo:103665-publicengagement,Comitato AI l’Italia punta a un ruolo di primo piano - AINews,reo:PublicEngagement
182,reo:103671-publicengagement,Circolo dei lettori e AI interrogare (adesso) il futuro - Corriere della Sera (Torino),reo:PublicEngagement
183,reo:103677-publicengagement,IA applicata alla salute e all’alimentazione: i primi risultati del progetto “Circular Health for Industry - Corriere Quotidiano,reo:PublicEngagement
184,reo:103681-publicengagement,Chi sono gli esperti del comitato per una strategia sull'intelligenza artificiale (che già avevamo) - Wired,reo:PublicEngagement
185,reo:103695-publicengagement,Il curioso caso delle due commissioni sull’intellig-enza artificiale aperte dal governo Meloni - FanPage,reo:PublicEngagement
186,reo:103696-publicengagement,Intelligenza Artificiale applicata alla salute e all'alimentazione: positivi i primi risultati del progetto “Circular Health for Industry” - Torino Oggi,reo:PublicEngagement
187,reo:103697-publicengagement,Dopo lo stop del Garante i mille dilemmi sul sistema ChatGpt - Tuttoscienze (La Stampa),reo:PublicEngagement
188,reo:103700-publicengagement,Scuola e formazione green: gli studenti presentano i loro progetti scolastici - Green Planner,reo:PublicEngagement
189,reo:103701-publicengagement,ChatGPT perché il legislatore deve intervenire già ora per regolare i rischi - Mondo Economico,reo:PublicEngagement
190,reo:103706-publicengagement,Limiti e potenzialità del fenomeno informatico del momento . Fidest,reo:PublicEngagement
191,reo:103708-publicengagement,Classificati e discriminati. I pregiudizi degli algoritmi di apprendimento - Vicini.To,reo:PublicEngagement
192,reo:103712-publicengagement,Il torinese Guido Boella tra i 13 esperti del Comitato Scientifico per la Strategia Nazionale sull'AI -Torino Oggi,reo:PublicEngagement
193,reo:103714-publicengagement,Al Circolo dei Lettori quattro dialoghi su -AI generativa: come ci cambierà?” - Torino Oggi,reo:PublicEngagement
194,reo:103725-publicengagement,Chatgpt. Non è detto che sia vero ma è vero che lo si è detto - Doppiozero,reo:PublicEngagement
195,reo:103726-publicengagement,ChatGPT: se ne parla ma si conosce poco. Un incontro al Circolo dei lettori fa chiarezza su promesse ed illusioni - Zipnews,reo:PublicEngagement
196,reo:103752-publicengagement,-Contratti pubblici e innovazioni nel nuovo Codice: trasformazioni sostanziali e processuali- Consiglio di Stato Roma,reo:PublicEngagement
197,reo:103915-publicengagement,Decennale CLE - Cittadinanze - Mapping and Countermapping the City - Geonight - La Notte della Geografia 2023 organizzato da GeoTuNe (rete della geografia torinese),reo:PublicEngagement
198,reo:103919-publicengagement,ChatGPT: promesse e illusioni - Il Titolo,reo:PublicEngagement
199,reo:103920-publicengagement,ChatGPT: promesse e illusioni. Lunedì si discuterà sul tema al Circolo dei lettori di Torino - La MescoLanza,reo:PublicEngagement
200,reo:103922-publicengagement,Cosa fare a Torino questa settimana: gli eventi dal 17 al 21 aprile 2023 - Mole24,reo:PublicEngagement
201,reo:103924-publicengagement,ChatGPT e gli acceleratori dello status quo: prevenire o rincorrere? - Mondo Economico,reo:PublicEngagement
202,reo:103925-publicengagement,Circular Health for Industry: i primi risultati del progetto di IA applicata alla salute e all’alimentazione - Tecno Medicina,reo:PublicEngagement
203,reo:103926-publicengagement,IA applicata alla salute e all’alimentazione: i primi risultati del progetto “Circular Health for Industry” - Zeroventiquattro,reo:PublicEngagement
204,reo:103927-publicengagement,Circular Health for Industry – I primi risultati del progetto di IA applicata alla salute e all’alimentazione finanziato dalla Fondazione Compagnia di San Paolo - Udite udite!,reo:PublicEngagement
205,reo:103929-publicengagement,AI GENERATIVA: COME CI CAMBIERÀ? | Ciclo di dialoghi al Circolo dei lettori di Torino – 5 18 31 ottobre – 16 novembre - Politicamente corretto,reo:PublicEngagement
206,reo:103930-publicengagement,Ciclo di incontri: “AI generativa: come ci cambierà?” - Arte.Go,reo:PublicEngagement
207,reo:103933-publicengagement,L’AI generativa: come ci cambierà? - News IN DIES,reo:PublicEngagement
208,reo:103935-publicengagement,Al via il ciclo di dialoghi – AI GENERATIVA: COME CI CAMBIERÀ? - IMG Press,reo:PublicEngagement
209,reo:103937-publicengagement,AI generativa: come ci cambierà? ciclo di incontri al Circolo dei Lettori - Mentelocale (Torino),reo:PublicEngagement
210,reo:103938-publicengagement,Milano Digital Week: Tecnologie civiche digitali per le comunità fisiche e virtuali - Gli Scomunicati,reo:PublicEngagement
211,reo:103939-publicengagement,Quanto è naturale l’intelligenza artificiale? - Corriere quotidiano,reo:PublicEngagement
212,reo:103940-publicengagement,Quanto è naturale l’intelligenza artificiale? Un incontro a Torino - Il Torinese,reo:PublicEngagement
213,reo:103941-publicengagement,L’intelligenza artificiale e la puddinga di Torino - Mondo Economico,reo:PublicEngagement
214,reo:103943-publicengagement,“AI generativa: come ci cambierà” al Circolo dei lettori - Torino Magazine,reo:PublicEngagement
215,reo:103945-publicengagement,AI Generativa: Come ci cambierà? Secondo incontro “Creativo a chi?” Mercoledì 18 ottobre Circolo dei lettori di Torino - Udite udite!,reo:PublicEngagement
216,reo:103947-publicengagement,AI GENERATIVA: COME CI CAMBIERÀ? - Digicult,reo:PublicEngagement
217,reo:103949-publicengagement,Come l'intelligenza artificiale può aiutare la la didattica - Wired,reo:PublicEngagement
218,reo:103950-publicengagement,Intelligenza artificiale Mia Caielli: «Così può aumentare il gap di genere» - Vanity Fair,reo:PublicEngagement
219,reo:103953-publicengagement,AI al via il Comitato per aggiornare la strategia nazionale. Butti: “Serve una strategia industriale per l’AI” - Innovation Post,reo:PublicEngagement
